,branch4,col1,col101,col102,col103,col104,col105,col106,col2,col201,col202,col203,col204,col205,col206,col207,col208,col209,col210,col211,col212,col213,col214,col3,col301,col302,col303,col304,col305,col4,col401,col402,col403,col404,col405,col5,col7,col8,hiweight,hntst1,hntst10,hntst101,hntst102,hntst103,hntst104,hntst105,hntst11,hntst12,hntst2,hntst201,hntst202,hntst203,hntst204,hntst205,hntst206,hntst207,hntst208,hntst209,hntst210,hntst3,hntst301,hntst302,hntst303,hntst304,hntst305,hntst306,hntst307,hntst308,hntst309,hntst310,hntst4,hntst401,hntst402,hntst403,hntst404,hntst405,hntst406,hntst5,hntst7,hntst9,hock1,hock101,hock102,hock103,hock104,hock105,hock106,hock107,hock108,hock109,hock110,hock111,hock2,hock3,hock5,hock6,hrs2,hrs201,hrs202,hrs203,hrs204,hrs205,hrs3,hrs5,hrs6,hrse1,hrse101,hrse102,hrse103,hrse104,hrse105,hrse106,idnumber,jog1,jog101,jog102,jog103,jog104,jog105,jog106,jog107,jog108,jog109,jog110,jog2,jog3,jog301,jog302,jog303,jog304,jog305,jog4,jog5,jog501,jog502,jog503,jog504,jog505,jog506,jog507,jog6,jog8,jog9,lax1,lax101,lax102,lax103,lax104,lax105,lax106,lax2,lax3,lax5,lax6,loweight,off1,off101,off102,off103,off104,off105,off2,off201,off202,off203,off204,off205,off206,off207,off208,off3,off301,off302,off303,off304,off305,off306,off307,off308,off4,off401,off402,off403,off404,off405,off406,off407,off408,off5,off7,off8,shoot1,shoot101,shoot102,shoot103,shoot104,shoot105,shoot106,shoot107,shoot108,skte1,skte101,skte102,skte103,skte104,skte105,skte106,skte107,skte108,skte109,skte110,skte111,skte12,skte3,skte4,view1,view101,view102,view103,view104,view105,view106,view107,view108,view109,view110,view111,view112,view2,view201,view202,view203,view204,view205,view206,view207,view208,view3,view4,view401,view402,view403,view404,view405,view406,view407,view408,view409,view410,view411,view412,view5,view7,view8
2918,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2948.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11110100,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Checked,Not checked,Checked,Not checked,Not checked,10000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Don't know,,,,,,,,,,,,,,,Satisfied,Satisfied
2919,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.85,11000,Dissatisfied,Checked,Checked,Not checked,Not checked,Not checked,Don't know / doesn't apply,Don't know / doesn't apply,10000000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,10000000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,1000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,,4,Dissatisfied,,,,,,,,,,,,,,,,,,,,,,,20,Don't know / doesn't apply,Don't know / doesn't apply,100,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,2912.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,1000,Not checked,Checked,Not checked,Not checked,Not checked,,,,,,,,,,1001000,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,,,,,,,,,,15,Dissatisfied,Dissatisfied,100,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2920,At least 18,10000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,1000000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,5,Satisfied,Satisfied,3226.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2913.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000010000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,110000,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Yes,10000010000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,8,Satisfied,Satisfied
2921,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3226.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2914.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,10000,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,2,Satisfied,Satisfied
2922,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2318.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2915.00,10000000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,,,5,Satisfied,Satisfied,,,,,,,,,,,,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,110000,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,5,Highly satisfied,Highly satisfied
2923,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2916.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2924,At least 18,110000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,100000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,4,Dissatisfied,Dissatisfied,733.95,1000,,Not checked,Checked,Not checked,Not checked,Not checked,Dissatisfied,Dissatisfied,100000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2917.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,1100,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,1110000,Not checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,5,Dissatisfied,Dissatisfied
2925,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2918.00,110000000,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,10,Not checked,Not checked,Not checked,Checked,Not checked,No,,,,,,,,,50,No public facilities nearby,Dissatisfied,,,,,,,,,,,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10011100,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,110000,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Yes,10011000,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,200,Satisfied,Satisfied
2926,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3575.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2919.00,1100000000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,1000,Not checked,Checked,Not checked,Not checked,Not checked,No,,,,,,,,,144,Satisfied,Highly satisfied,,,,,,,,,,,,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2927,At least 18,110000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,10100000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,10,Dissatisfied,Dissatisfied,889.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2921.00,10000000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,,,10,Highly satisfied,Highly satisfied,,,,,,,,,,,,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,1,Highly dissatisfied,Highly dissatisfied,100100,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,11000,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,10,Satisfied,Satisfied
2928,At least 18,10000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,10000000000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,5,Satisfied,Satisfied,601.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2922.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100101000000,Checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,100000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Yes,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,5,Highly satisfied,Highly satisfied
2929,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.69,11000,Satisfied,Checked,Checked,Not checked,Not checked,Not checked,No public facilities nearby,Dissatisfied,111000000,Not checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,11000000,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,11000,Not checked,Checked,Checked,Not checked,Not checked,Not checked,14,8,Neither satisfied nor dissatisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2923.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,11100,Checked,Checked,Checked,Not checked,Not checked,11000,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,11100,Not checked,Not checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,1001100,Not checked,Checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,20,Neither satisfied nor dissatisfied,Dissatisfied,11000000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,10010011000,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,110000,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,6,Satisfied,Satisfied
2930,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2949.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2931,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3226.77,11000,Satisfied,Checked,Checked,Not checked,Not checked,Not checked,Satisfied,Satisfied,100,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,10000000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,1000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,,,No public facilities nearby,,,,,,,,,,,,,,,,,1100,Not checked,Checked,Checked,Not checked,Not checked,,Satisfied,Satisfied,1000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,2926.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,11000000,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,10000,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,,Satisfied,Satisfied
2932,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2927.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2933,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2928.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2934,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2929.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2935,At least 18,100100,Checked,Not checked,Not checked,Checked,Not checked,Not checked,10000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,,,,,,,10000,Checked,Not checked,Not checked,Not checked,Not checked,2,Satisfied,Satisfied,291.35,11000,Dissatisfied,Checked,Checked,Not checked,Not checked,Not checked,Satisfied,Satisfied,111000000,Not checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,111000000,Not checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,111000,Checked,Checked,Checked,Not checked,Not checked,Not checked,30,10,Dissatisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2930.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18,1100,Not checked,Checked,Checked,Not checked,Not checked,,,,,,,,,,1000,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,1000,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,5,Dissatisfied,Dissatisfied,11110000,Checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,100011001000,Checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,1010000,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Yes,10000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,5,Satisfied,Satisfied
2936,At least 18,110000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,1000000000,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,3,Satisfied,Satisfied,151.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2931.00,10001000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Yes,,,,,,,,,,,,,,,,50,Satisfied,Satisfied,,,,,,,,,,,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10011000,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,110000,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,5,Satisfied,Satisfied
2937,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2932.00,1010000000,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,10000,Checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,7,Satisfied,Satisfied,,,,,,,,,,,,0.61,10000,Checked,Not checked,Not checked,Not checked,Not checked,11010100,Checked,Checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,70,Satisfied,Satisfied,,,,,,,,,,,,,,,,,,,,,,,,,10000000100,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,10000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,100,Don't know / doesn't apply,Don't know / doesn't apply
2938,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2933.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,10000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,3,Satisfied,Satisfied
2939,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2934.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2940,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.95,1000,,Not checked,Checked,Not checked,Not checked,Not checked,Dissatisfied,Satisfied,1111111000,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,100,Not checked,Not checked,Checked,Not checked,Not checked,30,Dissatisfied,Satisfied,1100,Not checked,Not checked,Checked,Checked,Not checked,Not checked,2935.00,10000000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Yes,,,,,,,,,,,,,,,,356,Satisfied,Satisfied,,,,,,,,,,,,0.50,100,Not checked,Not checked,Checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,11111100,Checked,Checked,Checked,Checked,Checked,Checked,Not checked,Not checked,100,Don't know / doesn't apply,Highly satisfied,101000,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,10000010000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,10,Satisfied,Satisfied,100010000100,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,1110000,Not checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Yes,10000100,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,20,Satisfied,Satisfied
2941,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,912.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2936.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2942,At least 18,100000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,10000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,2,Don't know / doesn't apply,Don't know / doesn't apply,1769.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2937.00,100,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,No,,,,,,,,,,,,,,,,100,Don't know / doesn't apply,Don't know / doesn't apply,,,,,,,,,,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000100100,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,110100,Not checked,Not checked,Checked,Checked,Not checked,Checked,Not checked,Not checked,No,,,,,,,,,,,,,,365,Satisfied,Satisfied
2943,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.69,10000,Don't know / doesn't apply,Checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,11000000,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,11000,Not checked,Checked,Checked,Not checked,Not checked,Not checked,7,,Don't know / doesn't apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2938.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,1100,Not checked,Checked,Checked,Not checked,Not checked,,,,,,,,,,10100,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,10100,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,30,No public facilities nearby,No public facilities nearby,,,,,,,,,,,,,,,,,,,,,,,,,100,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,10000,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,2,No public facilities nearby,No public facilities nearby
2944,At least 18,10,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,100000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,8,Satisfied,Satisfied,951.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2939.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,110000,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Yes,10000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,15,Satisfied,Satisfied
